PARTICIPANT_CODE,FORMAL_PARTICIPANT_NAME,FULL_ADDRESS,HA_PHN_NUM,HA_FAX_NUM,HA_EMAIL_ADDR_TEXT,EXEC_DIR_PHONE,EXEC_DIR_FAX,EXEC_DIR_EMAIL,PHAS_DESIGNATION,HA_LOW_RENT_SIZE_CATEGORY,SECTION8_UNITS_CNT,HA_SECTION_8_SIZE_CATEGORY,HA_COMBINED_SIZE_CATEGORY,HA_FYE,HA_PROGRAM_TYPE,TOTAL_UNITS,TOTAL_DWELLING_UNITS,ACC_UNITS,PH_OCCUPIED,SECTION8_OCCUPIED,TOTAL_OCCUPIED,PCT_OCCUPIED,REGULAR_VACANT,PHA_TOTAL_UNITS,NUMBER_REPORTED,PCT_REPORTED,OPFUND_AMNT,OPFUND_AMNT_PREV_YR,CAPFUND_AMNT
AZ041,Williams Housing Authority,"620 W Sheridan Ave, Williams, AZ, 86046",(928) 635-4451,(928) 635-2711,tpettit@williamsaz.gov,(928) 635-4451,,tpettit@williamsaz.gov,Standard Performer,VERY SMALL (0-49),50,SMALL (50-99),SMALL (50-99),6/30,Combined,30,30,30,27,25,52,65.0,2,80,7,-4.0,5605,48492,0
PA083,Columbia County Housing Authority,"160 W 6th St Ste 101, Bloomsburg, PA, 17815",(570) 394-4633,(570) 387-8806,eburke@cchrapa.org,(570) 394-4633,,EBURKE@CCHRAPA.ORG,High Performer,SMALL (50-99),443,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),12/31,Combined,50,50,50,37,377,414,83.97000122,0,493,414,100.0,75586,178639,213137
AL108,Ragland Housing Authority,"406 8th St, Ragland, AL, 35131",(205) 472-2522,(205) 472-0499,system@ragland.net,(205) 472-2522,(205) 472-0499,system@ragland.net,Troubled Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),9/30,Low-Rent,60,60,60,58,0,58,96.66999817,0,60,58,100.0,173593,311603,163203
KS013,Hanover Housing Authority,"100 Highland Hvn, Hanover, KS, 66945",(785) 337-2692,(785) 337-2246,housinghanover@gmail.com,(785) 268-0417,(785) 337-2692,Housinghanover@gmail.com,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),3/31,Low-Rent,18,18,18,17,0,17,94.44999695,1,18,17,100.0,17556,43714,37086
KS014,Linn Housing Authority,"305 Cedar St, Linn, KS, 66953",(785) 348-5774,(785) 348-5340,housinglinn@gmail.com,(913) 367-3323,(913) 367-6002,director@atchisonhousing.org,Substandard Financial,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),3/31,Low-Rent,18,15,16,13,0,13,86.66999817,2,15,13,100.0,25570,46881,32196
WA030,HA City of Sedro Woolley,"830 Township St, Sedro Woolley, WA, 98284",(206) 574-1100,(206) 574-1104,judij@kcha.org,(206) 574-1100,,robinw@kcha.org,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),12/31,Low-Rent,80,80,80,79,0,79,98.75,1,80,79,100.0,147523,329762,315992
MN144,"HOUSING AUTHORITY OF ST LOUIS PARK, MINNESOTA","5005 Minnetonka Blvd, Saint Louis Park, MN, 55416",(952) 924-2579,(952) 924-2199,molson@stlouispark.org,(952) 924-2684,,kbarton@stlouisparkmn.gov,High Performer,MEDIUM LOW (100-299),388,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),12/31,Combined,276,276,159,156,375,531,97.06999969,3,547,478,90.01999664,168954,389519,361715
MN216,RICHFIELD HRA,"6700 Portland Ave, Richfield, MN, 55423",(612) 861-9700,(612) 861-8974,LChambers@cityofrichfield.org,(612) 861-9766,(612) 861-8974,MPoehlman@richfieldmn.gov,,,236,MEDIUM LOW (100-299),MEDIUM LOW (100-299),12/31,Section 8,0,0,0,0,201,201,85.16999817,0,236,172,85.56999969,0,0,0
MS105,The Housing Authority of the City of Natchez,"2 Auburn Ave, Natchez, MS, 39120",(601) 446-5301,(601) 445-5805,admin@natchezha.com,(601) 446-5301,,admin@natchezha.com,High Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),9/30,Low-Rent,293,293,293,246,0,246,83.95999908,30,293,246,100.0,506546,936571,1028452
GA024,Housing Authority of the City of Thomasville,"216 S College St, Thomasville, GA, 31792",(229) 226-4065,(229) 228-7216,mikeh@rose.net,(229) 226-4065,,mikeh@rose.net,High Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),9/30,Low-Rent,254,254,254,253,0,253,99.59999847,1,254,253,100.0,381045,854412,755204
GA117,Housing Authority of the City of Boston,"216 S College St, Thomasville, GA, 31792",(229) 226-4065,(229) 228-7216,mikeh@rose.net,(912) 226-4065,(912) 228-7216,mikeh@rose.net,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),12/31,Low-Rent,39,39,39,39,0,39,100.0,0,39,39,100.0,75971,129429,122987
NE049,Hooper Housing Authority,"100 E Maple St, Hooper, NE, 68031",(402) 727-4848,(402) 727-4751,fhauthority@fremonthousing.org,(402) 727-4848,(402) 727-4751,fhauthority@fremonthousing.org,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),9/30,Low-Rent,25,25,25,25,0,25,100.0,0,25,25,100.0,16691,32142,56517
AZ034,Housing Authority of Cochise County,"1415 Melody Ln Bldg A, Bisbee, AZ, 85603",(520) 432-8880,(520) 432-8890,abaca@cochise.az.gov,(520) 432-8883,(520) 432-8890,abaca@cochise.az.gov,,,796,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),6/30,Section 8,0,0,0,0,680,680,85.41999817,0,796,670,98.52999878,0,0,0
GA124,Housing Authority of the City of Buchanan,"106 Griffith St, Buchanan, GA, 30113",(770) 646-3775,(770) 646-7585,tbentley@buchananhousing.org,(770) 646-3775,(770) 646-7585,tbentley@buchananhousing.org,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),6/30,Low-Rent,46,46,46,46,0,46,100.0,0,46,46,100.0,50676,96060,0
GA136,Housing Authority of the City of Hahira,"205C S West St, Hahira, GA, 31632",(229) 686-9321,(229) 686-9322,nashvillehousing@windstream.net,(229) 686-9321,(229) 686-9322,Nashvillehousing@windstream.net,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),12/31,Low-Rent,16,16,16,15,0,15,93.75,1,16,15,100.0,40011,77276,47850
AZ043,Mohave County Housing Authority,"700 W Beale St, Kingman, AZ, 86401",(928) 753-0723,(928) 753-0776,michael.smith@mohavecounty.us,(928) 753-0723,,michael.smith@mohavecounty.us,,,561,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),6/30,Section 8,0,0,0,0,427,427,76.12000275,0,561,546,100.0,0,0,0
NM071,Housing Authority of the Village of Cuba,"29 Rainbow, Cuba, NM, 87013",(575) 289-3499,(575) 289-2028,r.herrera.cha@gmail.com,(575) 289-3499,(575) 289-2028,r.herrera.cha@gmail.com,Troubled Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),6/30,Low-Rent,28,28,28,27,0,27,96.43000031,0,28,26,96.29000092,44178,86513,92084
MI014,Albion Housing Commission,"1300 Cooper St, Albion, MI, 49224",(517) 629-2511,(517) 629-6004,ann@albionhousingcomm.com,(517) 629-2511,(517) 629-6004,ann@albionhousingcomm.com,Standard Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),9/30,Low-Rent,220,218,220,196,0,196,89.91000366,22,218,196,100.0,353283,659825,464694
MI103,Hillsdale Housing Commission,"45 N West St, Hillsdale, MI, 49242",(517) 439-1210,(517) 439-9577,amy@hillsdalehousing.org,(517) 439-1210,,amy@hillsdalehousing.org,Standard Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),6/30,Low-Rent,60,60,60,60,0,60,100.0,0,60,60,100.0,54605,127852,130268
MI050,Baldwin Housing Commission,"105 Fournier Dr, Baldwin, MI, 49304",(231) 745-7441,(231) 745-8583,bhc@carrinter.net,(231) 745-7441,(231) 745-8583,bhc@carrinter.net,High Performer,SMALL (50-99),180,MEDIUM LOW (100-299),MEDIUM LOW (100-299),9/30,Combined,86,86,86,86,159,245,92.11000061,0,266,249,100.0,114826,243989,218038
NE015,Syracuse Housing Authority,"990 Walnut St, Syracuse, NE, 68446",(402) 269-2851,(402) 269-2851,shamanor@windstream.net,(402) 269-2851,,shamanor@windstream.net,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),6/30,Low-Rent,24,22,22,22,0,22,100.0,0,22,22,100.0,20033,40156,44584
AL100,Housing Authority of the City of Columbia,"402 Clark St, Columbia, AL, 36319",(334) 693-2525,(334) 693-2510,headlandha@comcast.net,(334) 693-2525,(334) 693-2510,headlandha@comcast.net,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),3/31,Low-Rent,17,17,17,17,0,17,100.0,0,17,17,100.0,32344,66459,46006
GA179,Housing Authority of the City of Buena Vista,"nan, Buena Vista, GA, 31803",(706) 571-2800,(706) 571-2864,lwalters@columbushousing.org,(706) 571-2800,,colgaha@mindspring.com,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),12/31,Low-Rent,79,79,79,76,0,76,96.19999695,3,79,76,100.0,186869,314790,260282
GA214,Housing Authority of the City of Ellaville,"nan, Ellaville, GA, 31806",(706) 571-2800,(706) 571-2864,colgaha@mindspring.com,(706) 571-2800,,colgaha@mindspring.com,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),9/30,Low-Rent,40,40,40,39,0,39,97.5,1,40,39,100.0,98848,194439,125718
WI213,"Housing Authority of Winnebago County, WI","1100 W 20th Ave, Oshkosh, WI, 54902",(920) 424-1450,(920) 424-1474,wendyf@ohawcha.org,(920) 424-1470,(920) 424-1474,wendyf@ohawcha.org,Standard Performer,SMALL (50-99),484,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),12/31,Combined,84,84,84,82,411,493,86.80000305,0,568,525,100.0,79729,172460,244631
FL022,Housing Authority of New Smyrna Beach,"1101 S Dixie Fwy, New Smyrna Beach, FL, 32168",(386) 428-8171,(386) 427-3429,tlpope@newsmyrnahousing.com,(386) 428-8171,(386) 427-3429,tlpope@newsmyrnahousing.com,Standard Performer,MEDIUM LOW (100-299),461,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),3/31,Combined,126,126,126,39,254,293,49.91999817,4,587,377,100.0,124150,326891,350548
FL024,Ormond Beach Housing Authority,"100 New Britain Ave, Ormond Beach, FL, 32174",(386) 677-2069,(386) 677-3545,caroline@obha.org,(386) 677-2069,(386) 677-3545,caroline@obha.org,Standard Performer,VERY SMALL (0-49),223,MEDIUM LOW (100-299),MEDIUM LOW (100-299),9/30,Combined,41,41,41,38,209,247,93.55999756,3,264,273,100.0,49429,136908,121068
ND014,Fargo Housing and Redevelopment Authority,"325 Broadway N, Fargo, ND, 58102",(701) 293-6262,(701) 293-6269,tomk@fargohousing.org,(701) 478-2565,(701) 478-2625,tomk@fargohousing.org,High Performer,MEDIUM HIGH (300-999),1969,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",12/31,Combined,479,475,478,183,1459,1641,74.73999786,6,2196,1871,100.0,352082,369889,1407275
WY010,Hanna Housing Authority,"2021 Beryl Dr, Hanna, WY, 82327",(307) 325-9054,(307) 325-9054,hannahou@union-tel.com,(307) 325-9054,(307) 325-9054,hannahou@union-tel.com,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),6/30,Low-Rent,20,20,20,18,0,18,90.0,2,20,18,100.0,52843,111596,69573
MT002,Great Falls Housing Authority,"1500 Chowen Springs Loop, Great Falls, MT, 59405",(406) 453-4311,(406) 727-5566,gfha@gfhousing.org,(406) 453-4311,(406) 727-5566,gregsukut@gfhousing.org,Standard Performer,MEDIUM HIGH (300-999),265,MEDIUM LOW (100-299),MEDIUM HIGH (300-999),3/31,Combined,490,489,490,465,154,619,82.09999847,18,754,614,99.19000244,884606,1731517,1451466
MT004,Helena Housing Authority,"812 Abbey St, Helena, MT, 59601",(406) 442-7970,(406) 442-0574,reception@hhamt.org,(406) 442-7970,,Moneil@hhamt.org,High Performer,MEDIUM HIGH (300-999),401,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),6/30,Combined,366,366,366,349,314,663,86.44000244,16,767,662,99.84999847,672672,1426980,1093958
MN184,SCOTT COUNTY COMMUNITY DEVELOPMENT AGENCY,"323 Naumkeag St S, Shakopee, MN, 55379",(952) 402-9022,(952) 496-2852,jsiegert@scottcda.org,(952) 641-5185,,jsiegert@scottcda.org,High Performer,VERY SMALL (0-49),455,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),12/31,Combined,39,39,0,0,402,402,88.34999847,0,455,648,100.0,100041,100041,0
WY003,Rock Springs Housing Authority,"233 C St, Rock Springs, WY, 82901",(307) 352-1471,(307) 352-1474,April_Thompson@rswy.net,(307) 352-1471,(307) 352-1474,April_Thompson@rswy.net,High Performer,SMALL (50-99),71,SMALL (50-99),MEDIUM LOW (100-299),6/30,Combined,98,98,98,91,62,153,90.52999878,7,169,150,98.04000092,191457,397335,375214
MO073,Lawson Housing Authority,"517 N Doniphan St, Lawson, MO, 64062",(816) 296-7150,(816) 580-3639,lhann@aol.com,(816) 804-9965,(816) 580-3639,teresaaherndon@yahoo.com,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),3/31,Low-Rent,40,40,40,39,0,39,97.5,1,40,39,100.0,50449,115249,87033
MO030,Lee's Summit Housing Authority,"111 SE Grand Ave, Lees Summit, MO, 64063",(816) 524-1100,(816) 524-1878,valerie@hacls.org,(816) 994-0204,,Executivedirector@hacls.org,High Performer,MEDIUM LOW (100-299),655,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),9/30,Combined,116,116,116,109,615,724,93.90000153,7,771,506,69.88999939,50608,151641,0
GA199,Housing Authority of the City of Sandersville,"419 Morningside Dr, Sandersville, GA, 31082",(478) 552-6955,(478) 552-7733,shousinglnj@gmail.com,(478) 552-6955,(478) 552-7733,shousinglnj@gmail.com,High Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),12/31,Low-Rent,142,142,142,142,0,142,100.0,0,142,142,100.0,144364,273929,429064
GA210,Housing Authority of the City of Sparta,"52 Dyer Dr, Sparta, GA, 31087",(706) 444-0650,(706) 444-7363,spartahousingaut@bellsouth.net,(706) 444-0650,,sparta.housing.authority@msn.com,Troubled Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),9/30,Low-Rent,24,24,24,22,0,22,91.66999817,2,24,22,100.0,66719,115780,73143
MI187,Rapid River Housing Commission,"10570 N Main St, Rapid River, MI, 49878",(906) 474-9370,(906) 474-2086,rapidhousing@hotmail.com,(906) 474-9370,,rapidhousing@hotmail.com,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),6/30,Low-Rent,24,24,24,24,0,24,100.0,0,24,24,100.0,30858,69367,52696
GA098,Housing Authority of the City of Pelham,"548 Palmer St SW, Pelham, GA, 31779",(229) 294-8444,(229) 294-1510,debbietaylor@pelhamgaha.com,(229) 403-6232,,debbietaylor@pelhamgaha.com,Standard Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),6/30,Low-Rent,210,210,210,210,0,210,100.0,0,210,210,100.0,410899,765051,618816
GA104,Housing Authority of the City of Sylvester,"411 N Jefferson St, Sylvester, GA, 31791",(229) 776-7621,(229) 776-9674,mallen@shauthority.com,(229) 776-7621,(229) 776-9674,mallen@shauthority.com,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),12/31,Low-Rent,0,0,0,0,0,0,0.0,0,0,0,-4.0,136145,136145,648394
MI068,Negaunee Housing Commission,"98 Croix St, Negaunee, MI, 49866",(906) 475-9107,(906) 475-6225,,(906) 475-9107,,dshelley@negauneehousing.org,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),12/31,Low-Rent,80,80,80,80,0,80,100.0,0,80,80,100.0,30714,84932,171105
KS055,Housing Authority of the City of Goodland,"515 E 5th St, Goodland, KS, 67735",(785) 890-5591,(785) 890-5227,gldha@st-tel.net,(785) 890-5591,(785) 890-5227,gldha@goodlandhousingauthority.com,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),9/30,Low-Rent,84,84,84,80,0,80,95.23999786,4,84,80,100.0,139303,248611,201316
KS080,Housing Authority of the City of Hoxie,"925 8th St, Hoxie, KS, 67740",(785) 675-2171,(785) 675-2171,rmanor@ruraltel.net,(785) 675-2171,(785) 657-7567,kkarnes44@gmail.com,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),6/30,Low-Rent,30,30,30,30,0,30,100.0,0,30,30,100.0,22239,90016,73963
KS006,Dodge City Housing Authority,"407 E Bend St, Dodge City, KS, 67801",(620) 225-1965,(620) 225-1462,matt@dchanet.kscoxmail.com,(620) 225-1965,(620) 225-1462,matt@dchanet.kscoxmail.com,Standard Performer,MEDIUM HIGH (300-999),138,MEDIUM LOW (100-299),MEDIUM HIGH (300-999),9/30,Combined,315,315,315,294,34,328,72.41000366,15,453,322,98.16999817,464098,822017,826490
KS071,Garden City Housing Authority,"606 Pershing Ave, Garden City, KS, 67846",(620) 276-1240,(620) 276-1242,kimberly.ojeda@gardencityks.us,(620) 276-1240,(620) 276-1242,kimberly.ojeda@gardencityks.us,High Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),12/31,Low-Rent,100,98,100,94,0,94,95.91000366,3,98,94,100.0,85947,205123,0
MT003,Housing Authority of Butte,"220 Curtis St, Butte, MT, 59701",(406) 782-6461,(406) 782-6473,rstordahl@buttehousing.org,(406) 782-6461,(406) 782-6473,rstordahl@buttehousing.org,Substandard Physical,VERY SMALL (0-49),505,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),12/31,Combined,0,0,0,0,390,390,77.23000336,0,505,393,100.0,31294,31294,323750
MT005,Housing Authority of the City of Anaconda,"10 Main St, Anaconda, MT, 59711",(406) 563-2921,(406) 563-5309,kleary@anacondahousing.com,(406) 563-2921,(406) 563-5309,kleary@anacondahousing.com,Standard Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),6/30,Low-Rent,170,169,170,138,0,138,81.66000366,11,169,138,100.0,203742,451396,517492
CO051,Grand Junction Housing Authority,"8 Foresight Cir, Grand Junction, CO, 81505",(970) 245-0388,(970) 241-5514,jkole@gjha.org,(970) 208-9556,(970) 254-8347,executive.director@gjha.org,Standard Performer,VERY SMALL (0-49),1214,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",12/31,Combined,0,0,0,0,1020,1020,84.01999664,0,1214,1079,100.0,0,0,0
CO095,Garfield County Housing Authority,"1430 Railroad Ave Ste F, Rifle, CO, 81650",(970) 625-3589,(970) 625-0859,gchauthority@qwestoffice.net,(970) 625-3589,,cheryl@garfieldhousing.com,,,494,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),12/31,Section 8,0,0,0,0,418,418,84.61000061,0,494,459,100.0,0,0,0
FL139,WINTER HAVEN HOUSING AUTHORITY,"2670 Avenue C SW, Winter Haven, FL, 33880",(863) 294-7369,(863) 291-0266,llanders1@tampabay.rr.com,(863) 294-7369,(863) 291-0266,lwatkins@winterhavenhousing.com,Standard Performer,MEDIUM LOW (100-299),385,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),9/30,Combined,208,207,137,118,286,404,77.54000092,15,521,437,100.0,369346,716047,0
GA138,Housing Authority of the City of Lakeland,"1005 W Thigpen Ave, Lakeland, GA, 31635",(229) 686-9321,(229) 686-9322,nashvillehousing@windstream.net,(229) 686-9321,(229) 686-9322,Nashvillehousing@windstream.net,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),12/31,Low-Rent,20,20,20,20,0,20,100.0,0,20,20,100.0,52895,98346,58849
WA010,HA City of Anacortes,"719 Q Ave, Anacortes, WA, 98221",(360) 293-7831,(360) 293-8998,sandy@anacorteshousing.com,(360) 293-7831,(360) 293-8998,sandy@anacorteshousing.com,Standard Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),3/31,Low-Rent,112,112,111,111,0,111,100.0,0,111,111,100.0,72225,209654,444373
WA025,Housing Authority City of Bellingham,"333 N Samish Way, Bellingham, WA, 98225",(360) 676-6887,(360) 676-7696,,(360) 676-6887,,Andrew.Calkins@BellinghamHousing.org,High Performer,MEDIUM HIGH (300-999),1948,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",12/31,Combined,504,504,504,501,1847,2348,95.76000214,2,2452,2493,100.0,621380,1221867,1301692
MI132,Luce County Housing Commission,"550 W Victory Way, Newberry, MI, 49868",(906) 293-5988,(906) 293-8810,lchc550@gmail.com,(906) 293-5988,(906) 293-8810,lchc550@gmail.com,,,113,MEDIUM LOW (100-299),MEDIUM LOW (100-299),12/31,Section 8,0,0,0,0,52,52,46.02000046,0,113,51,98.08000183,0,0,0
KS047,Jetmore Housing Authority,"411 E Bramley St, Jetmore, KS, 67854",(620) 357-8535,(620) 357-6301,jetmorehousing@gmail.com,(620) 357-8535,(620) 357-6301,jetmorehousing@gmail.com,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),9/30,Low-Rent,20,20,20,18,0,18,90.0,1,20,18,100.0,30320,27750,0
KS058,Ulysses Housing Authority,"516 N Missouri St, Ulysses, KS, 67880",(620) 356-3972,(620) 356-3972,uha1@pld.com,(620) 356-3972,,uha1@pld.com,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),9/30,Low-Rent,40,40,40,38,0,38,95.0,1,40,38,100.0,43961,103687,0
OH045,Darke County Metropolitian Housing Authority,"1469 Sweitzer St, Greenville, OH, 45331",(937) 548-5380,(937) 548-8397,julie.lecklider@mvcap.com,(937) 548-5380,(937) 548-8397,julie.lecklider@mvcap.com,,,318,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),9/30,Section 8,0,0,0,0,240,240,75.47000122,0,318,232,96.66999817,0,0,0
MI083,Escanaba Housing Commission,"110 S 5th St, Escanaba, MI, 49829",(906) 786-6229,(906) 786-9411,eschc@harbortower.org,(906) 241-5165,(906) 786-9411,eschc@harbortower.org,High Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),9/30,Low-Rent,176,175,175,172,0,172,98.29000092,3,175,172,100.0,129831,284308,0
NE100,Fremont Housing Authority,"2510 N Clarkson St, Fremont, NE, 68025",(402) 727-4848,(402) 727-4751,fhauthority@fremonthousing.org,(402) 727-4848,(402) 727-4751,fhauthority@fremonthousing.org,High Performer,MEDIUM LOW (100-299),169,MEDIUM LOW (100-299),MEDIUM HIGH (300-999),9/30,Combined,252,242,245,222,166,388,94.40000153,15,411,386,99.48000336,220342,508637,625911
WY002,Housing Authority of the City of Cheyenne,"3304 Sheridan St, Cheyenne, WY, 82009",(307) 633-8320,(307) 633-8315,ghancock@cheyennehousing.org,(307) 633-8320,(307) 637-4663,ghancock@cheyennehousing.org,Standard Performer,MEDIUM HIGH (300-999),1964,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",3/31,Combined,341,341,341,331,1795,2127,92.23999786,6,2306,2088,98.16999817,738787,1269367,949011
GA007,Housing Authority of the City of Macon-Bibb,"2015 Felton Ave, Macon, GA, 31201",(478) 752-5000,(478) 752-5199,executivedirector@maconhousing.com,(478) 752-5255,(478) 752-5199,maustin@maconhousing.com,High Performer,MEDIUM LOW (100-299),3698,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",12/31,Combined,219,219,219,161,3459,3620,93.66000366,58,3865,3819,100.0,505269,986275,885201
GA221,Housing Authority of the City of Hinesville,"301 Olive St, Hinesville, GA, 31313",(912) 876-6561,(912) 369-2009,hhaph@hinesvillehousing.org,(912) 876-6561,(912) 369-2009,debra_williams@hinesvillehousing.org,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),9/30,Low-Rent,0,0,0,0,0,0,0.0,0,0,0,-4.0,0,0,0
AZ008,Winslow Public Housing Authority,"900 Henderson St, Winslow, AZ, 86047",(928) 289-4617,(928) 289-3848,Ksalazar@winslowaz.gov,(928) 289-4617,(928) 289-3848,ksalazar@winslowaz.gov,Standard Performer,SMALL (50-99),135,MEDIUM LOW (100-299),MEDIUM LOW (100-299),6/30,Combined,55,55,55,52,114,166,87.37000275,1,190,179,100.0,79899,255689,213610
WA041,HA Of Whatcom County,"333 N Samish Way, Bellingham, WA, 98225",(360) 676-6887,(360) 676-7696,BellinghamHousing.info@BellinghamHousing.org,(360) 676-6887,,Andrew.Calkins@BellinghamHousing.org,Standard Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),12/31,Low-Rent,63,63,63,63,0,63,100.0,0,63,62,98.41999817,92547,201792,261144
MS083,The Housing Authority of the City of Amory,"401 Main St S, Amory, MS, 38821",(662) 256-3213,(662) 257-9695,debraha@bellsouth.net,(662) 256-3213,(662) 257-9695,stanley@amoryha.org,Standard Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),3/31,Low-Rent,112,112,112,109,0,109,97.33000183,3,112,108,99.08000183,160013,286253,342200
MS085,The Housing Authority of the City of Baldwyn,"101 Eastover Cir, Baldwyn, MS, 38824",(662) 365-2335,(662) 365-7669,byn@avsia.com,(662) 365-2335,(662) 365-7669,beckford@baldwynhams.org,Standard Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),12/31,Low-Rent,65,65,65,64,0,64,98.45999908,1,65,64,100.0,45716,132114,180572
KS141,Mankato Housing Authority,"525 N Clinton St, Mankato, KS, 66956",(785) 378-3017,(785) 378-3017,lzadina2@nckcn.com,(785) 378-3017,(785) 378-3017,lzadina2@nckcn.com,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),6/30,Low-Rent,24,24,24,23,0,23,95.83000183,1,24,23,100.0,21194,42208,57148
KS007,Washington Housing Authority,"310 Washington St, Washington, KS, 66968",(785) 325-2416,,wsha@bluevalley.net,(785) 325-2416,(785) 325-3387,wsha@bluevalley.net,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),3/31,Low-Rent,50,49,50,39,0,39,79.58999634,7,49,39,100.0,31632,74620,103105
OH006,Lucas Metropolitan Housing Authority,"424 Jackson St, Toledo, OH, 43604",(419) 259-9439,(419) 259-9494,smanns@lucasmha.org,(419) 259-9439,,smanns@lucasmha.org,High Performer,"LARGE (1,000-4,999)",4745,"LARGE (1,000-4,999)","EXTRA LARGE (5,000+)",12/31,Combined,2669,2653,2592,2454,3874,6328,86.87000275,70,7285,6614,100.0,7758365,14227273,8872925
MI041,Big Rapids Housing Commission,"9 Parkview Vlg, Big Rapids, MI, 49307",(231) 796-8689,(231) 796-8696,lmiller@bigrapidshousing.org,(231) 796-8689,(231) 796-8696,lmiller@bigrapidshousing.org,High Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),3/31,Low-Rent,287,287,287,284,0,284,98.94999695,3,287,284,100.0,397997,837840,842865
